"bingota","selvit\u0
"bitumoida","voida"
"blandata","salata"
"blanseerata","salata"
"blantrata","salata"
"blogata","salata",,
"blokata","salata"
"blokkiintua","sanoa"
"blokkiutua","sanoa"
"blondata","salata"
"bluffata","salata"
"bodata","salata"
"boikotoida","voida"
"boldata","salata"
"bongailla","tulla"
"bongata","salata"
"bonjata","salata"
"bootata","salata"
"bosniantaa","huutaa"
"bounssata","salata"
"bowdlerisoida","voida"
"brändätä","salata"
"brassailla","tulla"
"breikata","salata"
"breseerata","salata"
"briiffata","salata"
"briljeerata","salata"
"broachata","salata"
"brodeerata","salata"
"broutsata","salata"
"bruukata","salata"
"budjata","salata"
"budjetoida","voida"
"bulgariantaa","huutaa"
"bungata","salata"
"bunkata","salata"
"bunkrata","salata"
"buuata","salata"
"buukata","salata"
"buunata","salata"
"buutata","salata"
"bylsiä","sallia"
"byrokraattistaa","muistaa"
"byrokraattistua","sanoa"
"byrokratisoida","voida"
"byrokratisoitua","sanoa"
"chatata","salata"
"chipata","salata"
"dödata","salata"
"damaskoida","voida"
"dateerata","salata"
"deaktivoida","voida"
"debata","salata"
"debytoida","voida"
"dedikoida","voida"
"dedusoida","voida"
"definioida","voida"
"deflatoida","voida"
"deformoida","voida"
"defragmentoida","voida"
"degeneroida","voida"
"degeneroitua","sanoa"
"deittailla","tulla"
"dekantoida","voida"
"deklamoida","voida"
"deklinoida","voida"
"dekoodata","salata"
"dekoroida","voida"
"dekriminalisoida","voida"
"dekryptata","salata"
"delata","salata"
"delegoida","voida"
"demagnetisoida","voida"
"demagnetoida","voida"
"dementoida","voida"
"dementoitua","sanoa"
"demilitarisoida","voida"
"demobilisoida","voida"
"demoduloida","voida"
"demokraattistaa","muistaa"
"demokraattistua","sanoa"
"demokratisoida","voida"
"demokratisoitua","sanoa"
"demonisoida","voida"
"demonstroida","voida"
"demoralisoida","voida"
"demoralisoitua","sanoa"
"demota","katketa"
"demystifioida","voida"
"denaturoida","voida"
"deodoroida","voida"
"depata","salata"
"depolarisoida","voida"
"deponoida","voida"
"derivoida","voida"
"desalinoida","voida"
"desentralisoida","voida"
"desinfektoida","voida"
"desinfioida","voida"
"determinoida","voida"
"devalvoida","voida"
"devalvoitua","sanoa"
"diagnosoida","voida"
"diagnostisoida","voida"
"diagonalisoida","voida"
"diarioida","voida"
"diarisoida","voida"
"dieselöidä","voida"
"differentioida","voida"
"differentioitua","sanoa"
"differentoida","voida"
"diffusoida","voida"
"diftongiutua","sanoa"
"diftongoitua","sanoa"
"digata","salata"
"digitaalistaa","muistaa"
"digitaalistua","sanoa"
"digitalisoida","voida"
"digitoida","voida"
"diivailla","tulla"
"diivata","salata"
"dipata","salata"
"disinvestoida","voida"
"diskata","salata"
"diskontata","salata"
"diskota","selvit\u0
"diskreditoida","voida"
"diskretisoida","voida"
"diskretoida","voida"
"diskriminoida","voida"
"diskvalifioida","voida"
"dispergoida","voida"
"dispergoitua","sanoa"
"dissata","salata"
"dissonoida","voida"
"dissosioida","voida"
"dissosioitua","sanoa"
"divergoida","voida"
"diversifioida","voida"
"diversifioitua","sanoa"
"divestoida","voida"
"dokata","salata"
"dokumentoida","voida"
"domestikoida","voida"
"dominoida","voida"
"donkata","salata"
"dopata","salata"
"doupata","salata"
"dramatisoida","voida"
"drapeerata","salata"
"dreijata","salata"
"dreseerata","salata"
"dropata","salata"
"dubata","salata"
"dubbata","salata"
"dumpata","salata"
"duplikoida","voida"
"duunailla","tulla"
"duunata","salata"
"dyykata","salata"
"edellyttää","muistaa"
"edeltää","huutaa"
"edentää","huutaa"
"edesauttaa","kaivaa"
"edesmennä","tulla"
"edetä","vanheta"
"edistää","muistaa"
"edistyä","sanoa"
"editoida","voida"
"edullistaa","muistaa"
"edustaa","muistaa"
"edustua","sanoa"
"ehättää","muistaa"
"ehdollistaa","muistaa"
"ehdollistua","sanoa"
"ehdotella","tulla"
"ehdottaa","muistaa"
"ehdyttää","muistaa"
"eheyttää","muistaa"
"eheytyä","sanoa"
"ehkäistä ennalta","rohkaista"
"ehkäistä","rohkaista"
"ehkäistyä","sanoa"
"ehostaa","muistaa"
"ehtiä","sallia"
"ehtyä","sanoa"
"einehtiä","sallia"
"eittää","muistaa"
"ejakuloida","voida"
"ekobetonoida","voida"
"eksisteerata","salata"
"eksistoida","voida"
"eksplikoida","voida"
"eksponoida","voida"
"eksportoida","voida"
"ekstrahoida","voida"
"ekstrapoloida","voida"
"eksyä","sanoa"
"eksyttää","muistaa"
"ekvalisoida","voida"
"elää","muistaa"
"elähdyttää","muistaa"
"eläköityä","sanoa"
"elämöidä","voida"
"elätellä","tulla"
"elättää","muistaa"
"elävöittää","muistaa"
"elävöityä","sanoa"
"eläytyä","sanoa"
"elaboroida","voida"
"elehtiä","sallia"
"elellä","tulla"
"eliminoida","voida"
"eliminoitua","sanoa"
"elinkelpoistaa","muistaa"
"ellottaa","muistaa"
"eloksoida","voida"
"elokuvata","salata"
"elostella","tulla"
"elostua","sanoa"
"elostuttaa","muistaa"
"elpyä","sanoa"
"eltaantua","sanoa"
"eluoida","voida"
"elvistellä","tulla"
"elvyttää","muistaa"
"emännöidä","tupakoida"
"emaloida","voida"
"emansipoida","voida"
"emansipoitua","sanoa"
"emigroitua","sanoa"
"emissioida","voida"
"emitoida","voida"
"emittoida","voida"
"empiä","sallia"
"emulgoida","voida"
"emulgoitua","sanoa"
"emuloida","voida"
"enentää","huutaa"
"enentyä","sanoa"
"energisoida","voida"
"enetä","vanheta"
"englannintaa","huutaa"
"enimmäistää","muistaa"
"enkryptata","salata"
"ennättää","muistaa"
"ennakoida","voida"
"ennallistaa","muistaa"
"ennaltaehkäistä","rohkaista"
"ennustaa","muistaa"
"ennustella","tulla"
"ensiesittää","muistaa"
"ensisijaistaa","muistaa"
"entää","soutaa"
"enteillä","tulla"
"entisöidä","voida"
"entistää","muistaa"
"entrata","salata"
"epäillä","tulla"
"epäilyttää","muistaa"
"epämääräistyä","sanoa"
"epämuodostua","sanoa"
"epäonnistua","sanoa"
"epäröidä","voida"
"epiloida","voida"
"epuuttaa","muistaa"
"erääntyä","sanoa"
"eräytyä","sanoa"
"erakoitua","sanoa"
"erata","vanheta"
"erehdyttää","muistaa"
"erehtyä","sanoa"
"eriarvoistaa","muistaa"
"eriarvoistua","sanoa"
"erikoistaa","muistaa"
"erikoistua","sanoa"
"erilaistaa","muistaa"
"erilaistua","sanoa"
"eristää","muistaa"
"eristäytyä","sanoa"
"eristyä","sanoa"
"eritä","selvit\u0
"eritellä","tulla"
"erittää","muistaa"
"erittyä","sanoa"
"eriyttää","muistaa"
"eriytyä","sanoa"
"erkaantua","sanoa"
"erkauttaa","muistaa"
"erkautua","sanoa"
"erodoida","voida"
"eroottistaa","muistaa"
"eroottistua","sanoa"
"erota","katketa"
"erotella","tulla"
"erotisoida","voida"
"erotisoitua","sanoa"
"erottaa","muistaa"
"erottautua","sanoa"
"erottua","sanoa"
"esiintuoda","juoda"
"esiintyä","sanoa"
"esijännittää","muistaa"
"esikäsitellä","tulla"
"esikatsella","tulla"
"esikypsentää","huutaa"
"esilämmittää","muistaa"
"esineellistää","muistaa"
"esineellistyä","sanoa"
"esineistää","muistaa"
"esineistyä","sanoa"
"esipestä","rohkaista"
"esitellä","tulla"
"esitelmöidä","voida"
"esittää","muistaa"
"esittäytyä","sanoa"
"esityttää","muistaa"
"eskaloida","voida"
"eskaloitua","sanoa"
"espanjalaistaa","muistaa"
"espanjantaa","huutaa"
"estää","muistaa"
"estellä","tulla"
"estetisoida","voida"
"estimoida","voida"
"estyä","sanoa"
"etäännyttää","muistaa"
"etääntyä","sanoa"
"etäyttää","muistaa"
"etabloida","voida"
"etabloitua","sanoa"
"etiketöidä","voida"
"etikoitua","sanoa"
"etoa","sanoa"
"etsata","salata"
"etsiä","sallia"
"etsintäkuuluttaa","muistaa"
"etsiskellä","tulla"
"etsiytyä","sanoa"
"etuilla","tulla"
"etusijaistaa","muistaa"
"eurooppalaistaa","muistaa"
"eurooppalaistua","sanoa"
"evästää","muistaa"
"evästellä","tulla"
"evätä","salata"
"evakoida","voida"
"evakuoida","voida"
"evaluoida","voida"
"evankelioida","voida"
"fäärintää","huutaa"
"fäpätä","salata"
"föönata","salata"
"fabrikoida","tupakoida"
"fabuloida","voida"
"fagosytoida","voida"
"fakkiintua","sanoa"
"fakkiutua","sanoa"
"faksata","salata"
"fakturoida","voida"
"fallata","salata"
"falsifioida","voida"
"falsifoida","voida"
"falskata","salata"
"fanittaa","muistaa"
"fantasioida","voida"
"fantisoida","voida"
"fasilitoida","voida"
"fasinoida","voida"
"feidata","salata"
"feikata","salata"
"feissata","salata"
"fellata","salata"
"fenestroida","voida"
"fermentoida","voida"
"fermentoitua","sanoa"
"fibata","salata"
"fid\u017eintää","huutaa"
"fiilistellä","tulla"
"fikseerata","salata"
"fiksoida","voida"
"fiksoitua","sanoa"
"fileerata","salata"
"fileoida","voida"
"fillaroida","voida"
"filmata","salata"
"filmatisoida","voida"
"filmintää","huutaa"
"filosofoida","voida"
"filtrata","salata"
"finansioida","voida"
"fissioida","voida"
"fissioitua","sanoa"
"fisustaa","muistaa"
"flambeerata","salata"
"flaneerata","salata"
"flirtata","salata"
"flirttailla","tulla"
"flopata","salata"
"fluorata","salata"
"fluoresoida","voida"
"fluorisoida","voida"
"fluorittaa","muistaa"
"fluoroida","voida"
"fokusoida","voida"
"fokusoitua","sanoa"
"folioida","voida"
"formaalistaa","muistaa"
"formalisoida","voida"
"formatoida","voida"
"formuloida","voida"
"fosforesoida","voida"
"fosforoida","voida"
"fosforyloida","voida"
"fosforyloitua","sanoa"
"fossiilistua","sanoa"
"fossilisoitua","sanoa"
"fossiloitua","sanoa"
"fragmentoida","voida"
"fragmentoitua","sanoa"
"fraktioida","voida"
"frankeerata","salata"
"fraseerata","salata"
"freesata","salata"
"friikata","salata"
"friskata","salata"
"friteerata","salata"
"frotata","salata"
"frustroida","voida"
"frustroitua","sanoa"
"fudata","salata"
"fudia","sallia"
"fundeerata","salata"
"funtsata","salata"
"funtsia","sallia"
"fuskata","salata"
"futata","salata"
"futia","sallia"
"fuusioida","voida"
"fuusioitua","sanoa"
"fyllata","salata"
"gaelintaa","huutaa"
"gallupoida","voida"
"galvanoida","voida"
"galvanoitua","sanoa"
"geenimanipuloida","voida"
"geenimuunnella","tulla"
"geminoida","voida"
"generoida","voida"
"geokätköillä","tulla"
"georgiantaa","huutaa"
"gettoistua","sanoa"
"gettoutua","sanoa"
"ghettoutua","sanoa"
"glaseerata","salata"
"globaalistaa","muistaa"
"globaalistua","sanoa"
"globalisoida","voida"
"globalisoitua","sanoa"
"glorifioida","voida"
"goijata","salata"
"golfata","salata"
"gonahtaa","muistaa"
"googlata","salata"
"googlettaa","muistaa"
"graavaantua","sanoa"
"graavata","salata"
"gratinoida","voida"
"graveerata","salata"
"griljeerata","salata"
"grillaantua","sanoa"
"grillata","salata"
"grillautua","sanoa"
"grindata","salata"
"gryndata","salata"
"guuglata","salata"
"häädellä","tulla"
"häälyä","sanoa"
"häämöttää","muistaa"
"hääräillä","tulla"
"häärätä","salata"
"hääriä","sallia"
"häätää","soutaa"
"hähättää","muistaa"
"häikäillä","tulla"
"häikäistä","rohkaista"
"häikäistyä","sanoa"
"häilähdellä","tulla"
"häilähtää","muistaa"
"häilyä","sanoa"
"häipätä","salata"
"häippäistä","rohkaista"
"häipyä","sanoa"
"häiriintyä","sanoa"
"häiriköidä","voida"
"häiritä","valita"
"häiriytyä","sanoa"
"häivähdellä","tulla"
"häivähtää","muistaa"
"häivyttää","muistaa"
"häkellyttää","muistaa"
"häkeltyä","sanoa"
"häkilöidä","voida"
"häkittää","muistaa"
"hälinöidä","voida"
"hälistä","rohkaista"
"hälventää","huutaa"
"hälventyä","sanoa"
"hälvetä","vanheta"
"hälytä","selvit\u0
"hälyttää","muistaa"
"hälyttyä","sanoa"
"hämäännyttää","muistaa"
"hämääntyä","sanoa"
"hämärryttää","muistaa"
"hämärtää","huutaa"
"hämärtyä","sanoa"
"hämätä","salata"
"hämmästellä","tulla"
"hämmästyä","sanoa"
"hämmästyttää","muistaa"
"hämmennellä","tulla"
"hämmennyttää","muistaa"
"hämmentää","huutaa"
"hämmentyä","sanoa"
"hännystellä","tulla"
"häpäistä","rohkaista"
"häpeillä","tulla"
"häröillä","tulla"
"häristä","rohkaista"
"härkkiä","sallia"
"härmääntyä","sanoa"
"härmettyä","sanoa"
"härmistää","muistaa"
"härmistyä","sanoa"
"härnäillä","tulla"
"härnätä","salata"
"härskiintyä","sanoa"
"härskiytyä","sanoa"
"häseltää","huutaa"
"häslätä","salata"
"hässiä","sallia"
"hätäännyttää","muistaa"
"hätääntyä","sanoa"
"hätäillä","tulla"
"hätäjarruttaa","muistaa"
"hätäteurastaa","muistaa"
"hätiköidä","voida"
"hätistää","muistaa"
"hätistellä","tulla"
"hätkähdellä","tulla"
"hätkähdyttää","muistaa"
"hätkähtää","muistaa"
"hätkäyttää","muistaa"
"hätyytellä","tulla"
"hätyyttää","muistaa"
"häväistä","rohkaista",,
"hävetä","katketa"
"hävettää","muistaa"
"hävitä","selvit\u0
"hävitellä","tulla"
"hävittää","muistaa"
"höösätä","salata"
"höhöttää","muistaa"
"hökäistä","rohkaista"
"höläyttää","muistaa"
"hölöttää","muistaa"
"hölistä","rohkaista"
"hölkätä","salata"
"hölkkäillä","tulla"
"hölkytellä","tulla"
"hölkyttää","muistaa"
"höllätä","salata"
"höllentää","huutaa"
"höllentyä","sanoa"
"hölletä","vanheta"
"hölmöillä","tulla"
"hölmistellä","tulla"
"hölmistyä","sanoa"
"hölmistyttää","muistaa"
"hölpöttää","muistaa"
"hölskyä","sanoa"
"hölskyttää","muistaa"
"höltyä","sanoa"
"hömpöttää","muistaa"
"hömpsöttää","muistaa"
"hönöttää","muistaa"
"hönöttää","muistaa"
"hönkäistä","rohkaista"
"hönkiä","sallia"
"höpöttää","muistaa"
"höpistä","rohkaista"
"höppänöityä","sanoa"
"höpsiä","sallia"
"hörähdellä","tulla"
"hörähtää","muistaa"
"höröttää","muistaa"
"hörhöttää","muistaa"
"höristä","rohkaista"
"höristää","muistaa"
"höristellä","tulla"
"hörpätä","salata"
"hörppiä","sallia"
"hössöttää","muistaa"
"hötistä","rohkaista"
"hötkyillä","tulla"
"höyhentää","huutaa"
"höykyttää","muistaa"
"höylääntyä","sanoa"
"höylätä","salata"
"höyläyttää","muistaa"
"höyläytyä","sanoa"
"höynähtää","muistaa"
"höynäyttää","muistaa"
"höyrähtää","muistaa"
"höyrykuivata","salata"
"höyrykypsentää","huutaa"
"höyrystää","muistaa"
"höyrystyä","sanoa"
"höyrytä","katketa"
"höyrytellä","tulla"
"höyryttää","muistaa"
"höyryttyä","sanoa"
"höyryyntyä","sanoa"
"höystää","muistaa"
"höystyä","sanoa"
"haahuilla","tulla"
"haaksirikkoutua","sanoa"
"haalata","salata"
"haalentaa","huutaa"
"haalentua","sanoa"
"haaleta","vanheta"
"haalia","sallia"
"haalistaa","muistaa"
"haalistua","sanoa"
"haaltua","sanoa"
"haaraantua","sanoa"
"haarata","salata"
"haarautua","sanoa"
"haarniskoida","voida"
"haaroa","sanoa"
"haaroittaa","muistaa"
"haaroittua","sanoa"
"haarottaa","muistaa"
"haarukoida","voida"
"haasioida","voida"
"haaskaantua","sanoa"
"haaskata","salata"
"haaskautua","sanoa"
"haastaa","kaivaa"
"haastatella","tulla"
"haastattaa","muistaa"
"haastella","tulla"
"haavauttaa","muistaa"
"haavautua","sanoa"
"haaveilla","tulla"
"haaveksia","sallia"
"haavia","sallia"
"haavita","valita"
"haavoittaa","muistaa"
"haavoittua","sanoa"
"haeskella","tulla"
"haettaa","muistaa"
"haetuttaa","muistaa"
"hahattaa","muistaa"
"hahmontaa","huutaa"
"hahmotella","tulla"
"hahmottaa","muistaa"
"hahmottua","sanoa"
"hahmoutua","sanoa"
"haihatella","tulla"
"haihduttaa","muistaa"
"haihtua","sanoa"
"haikailla","tulla"
"haimentaa","huutaa"
"haipua","sanoa"
"hairahduttaa","muistaa"
"hairahtaa","muistaa"
"hairahtua","sanoa"
"hairata","salata"
"haiskahtaa","muistaa"
"haista","rohkaista"
"haistaa","kaivaa"
"haistatella","tulla"
"haistattaa","muistaa"
"haistella","tulla"
"haitata","salata"
"hajaannuttaa","muistaa"
"hajaantua","sanoa"
"hajahtaa","muistaa"
"hajakeskittää","muistaa"
"hajasijoittaa","muistaa"
"hajauttaa","muistaa"
"hajautua","sanoa"
"hajoilla","tulla"
"hajotella","tulla"
"hajottaa","muistaa"
"hajottua","sanoa"
"hajotuttaa","muistaa"
"hajustaa","muistaa"
"hakata","salata"
"hakautua","sanoa"
"hakea","laskea"
"hakettaa","muistaa"
"hakeutua","sanoa"
